City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
304,Jaitaran,IN,2020-08-19 00:37:22,26.2,73.94,79.43,88,36,11.92
305,Panguna,PG,2020-08-19 00:37:22,-6.32,155.48,80.22,73,21,1.79
306,Neiafu,TO,2020-08-19 00:29:19,-18.65,-173.98,80.6,83,75,16.11
307,Yarkovo,RU,2020-08-19 00:37:23,57.4,67.08,48.33,98,59,4.05
308,Comodoro Rivadavia,AR,2020-08-19 00:37:23,-45.87,-67.5,39.2,44,0,11.41
309,Port Blair,IN,2020-08-19 00:29:10,11.67,92.75,82.27,78,100,14.43
310,Akureyri,IS,2020-08-19 00:37:24,65.68,-18.09,50.0,81,90,12.75
311,Ipixuna,BR,2020-08-19 00:37:24,-1.76,-48.8,80.6,83,20,8.05
312,Bend,US,2020-08-19 00:37:22,44.06,-121.32,87.01,31,100,1.01
313,Vanimo,PG,2020-08-19 00:31:15,-2.67,141.3,85.86,59,84,6.71
314,Tuatapere,NZ,2020-08-19 00:32:24,-46.13,167.68,51.37,90,100,2.55
315,Kamina,CD,2020-08-19 00:37:26,-8.74,24.99,69.15,30,78,3.47
316,Kieta,PG,2020-08-19 00:34:24,-6.22,155.63,85.03,66,1,5.73
317,Chumikan,RU,2020-08-19 00:37:27,54.72,135.31,57.16,68,100,13.71
318,Tucuman,AR,2020-08-19 00:36:12,-26.82,-65.22,62.6,45,0,9.17
319,Kifri,IQ,2020-08-19 00:37:27,34.7,44.97,78.28,17,0,5.7
320,Oga,IT,2020-08-19 00:37:28,46.46,10.35,50.0,100,75,2.24
321,Kampot,KH,2020-08-19 00:37:28,10.62,104.18,84.2,79,40,6.93
322,Palmar,CR,2020-08-19 00:37:29,9.87,-84.46,71.6,100,90,4.7
323,Chapais,CA,2020-08-19 00:37:29,49.78,-74.85,55.4,87,90,6.93
324,Konskie,PL,2020-08-19 00:37:30,51.19,20.41,66.0,100,92,6.69
325,Horsham,GB,2020-08-19 00:37:30,51.06,-0.33,61.0,93,100,2.24
326,Uray,RU,2020-08-19 00:37:30,60.12,64.78,51.33,95,73,5.06
327,Ponta Do Sol,PT,2020-08-19 00:29:42,32.67,-17.1,71.6,78,20,4.7
328,Santa Rosa,PH,2020-08-19 00:37:31,14.31,121.11,84.99,83,84,2.1
329,Vagur,FO,2020-08-19 00:37:31,61.47,-6.81,50.88,89,100,20.98
330,Dutlwe,BW,2020-08-19 00:37:32,-23.98,23.9,34.16,68,0,10.58
331,Diu,IN,2020-08-19 00:37:32,20.71,70.98,80.44,86,100,14.41
332,Paita,PE,2020-08-19 00:37:33,-5.09,-81.11,62.01,83,2,17.29
333,Kodiak,US,2020-08-19 00:29:20,57.79,-152.41,60.8,72,1,6.93
334,Wanning,CN,2020-08-19 00:31:08,18.8,110.4,83.68,76,100,5.19
335,Hargeysa,SO,2020-08-19 00:37:34,9.56,44.06,69.78,64,95,28.66
336,Novoutkinsk,RU,2020-08-19 00:37:34,56.99,59.56,45.75,94,100,11.9
337,Ofunato,JP,2020-08-19 00:37:35,39.07,141.72,77.0,78,40,2.24
338,Usvyaty,RU,2020-08-19 00:37:35,55.75,30.75,56.5,80,100,4.61
339,Buraydah,SA,2020-08-19 00:37:36,26.33,43.98,84.2,20,0,4.7
340,Bam,IR,2020-08-19 00:37:36,29.11,58.36,82.65,19,0,8.43
341,Cacapava Do Sul,BR,2020-08-19 00:37:36,-30.51,-53.49,53.96,100,25,4.07
342,Keti Bandar,PK,2020-08-19 00:37:37,24.14,67.45,84.07,79,100,12.93
343,Puri,IN,2020-08-19 00:30:39,19.8,85.85,78.8,100,90,6.93
344,Walvis Bay,NA,2020-08-19 00:37:38,-22.96,14.51,50.0,81,0,1.12
345,Hami,CN,2020-08-19 00:37:38,42.8,93.45,84.88,14,100,0.47
346,Lagos,NG,2020-08-19 00:30:29,6.58,3.75,77.0,88,20,3.36
347,Manokwari,ID,2020-08-19 00:37:39,-0.87,134.08,83.88,64,100,5.84
348,Sosnovo-Ozerskoye,RU,2020-08-19 00:37:40,52.52,111.54,56.73,59,100,6.04
349,Warrnambool,AU,2020-08-19 00:37:40,-38.38,142.48,51.01,95,100,5.01
350,Juegang,CN,2020-08-19 00:30:07,32.32,121.19,84.81,81,0,10.0
351,Sucre,BO,2020-08-19 00:37:41,-19.03,-65.26,58.86,59,1,5.73
352,Bangassou,CF,2020-08-19 00:37:42,4.74,22.82,71.49,95,100,1.77
353,La Ronge,CA,2020-08-19 00:31:37,55.1,-105.28,77.0,65,20,9.17
354,Ambulu,ID,2020-08-19 00:37:43,-8.35,113.61,78.24,74,4,2.08
355,Le Port,RE,2020-08-19 00:37:43,-20.94,55.29,68.0,77,90,12.75
356,Pierre,US,2020-08-19 00:32:13,44.37,-100.35,87.8,35,1,16.11
357,Ancud,CL,2020-08-19 00:28:54,-41.87,-73.82,41.0,79,75,8.05
358,Embonas,GR,2020-08-19 00:37:45,36.23,27.86,77.0,73,0,11.41
359,Aksarka,RU,2020-08-19 00:37:45,66.56,67.8,54.03,85,87,9.84
360,Ahuimanu,US,2020-08-19 00:27:32,21.44,-157.84,86.0,58,90,12.75
361,Zhigansk,RU,2020-08-19 00:33:13,66.77,123.37,52.84,69,61,20.6
362,Limoux,FR,2020-08-19 00:37:47,42.92,2.17,66.0,77,6,3.36
363,Henties Bay,NA,2020-08-19 00:37:47,-22.12,14.28,50.0,86,0,4.54
364,Anakapalle,IN,2020-08-19 00:37:47,17.68,83.02,80.6,94,90,9.17
365,Nueva Helvecia,UY,2020-08-19 00:37:48,-34.3,-57.23,48.99,76,0,1.99
366,Houma,US,2020-08-19 00:37:19,29.6,-90.72,86.0,74,1,5.1
367,Xuddur,SO,2020-08-19 00:31:34,4.12,43.89,73.85,75,100,18.39
368,Winkler,CA,2020-08-19 00:37:50,49.18,-97.94,86.0,55,1,8.05
369,Grindavik,IS,2020-08-19 00:29:04,63.84,-22.43,51.8,93,75,9.17
370,Begoro,GH,2020-08-19 00:37:50,6.39,-0.38,69.22,95,100,6.55
371,Dolores,AR,2020-08-19 00:37:51,-36.31,-57.68,46.72,65,100,13.13
372,Kropotkin,RU,2020-08-19 00:37:52,45.44,40.58,64.38,42,0,2.42
373,Teguldet,RU,2020-08-19 00:32:00,57.31,88.17,60.21,88,96,8.66
374,Tommot,RU,2020-08-19 00:37:52,58.96,126.29,55.76,62,100,8.9
375,Ugoofaaru,MV,2020-08-19 00:30:30,5.67,73.0,81.91,69,93,4.94
376,Susanville,US,2020-08-19 00:32:56,40.42,-120.65,93.2,15,1,8.05
377,Mount Gambier,AU,2020-08-19 00:37:54,-37.83,140.77,48.2,93,90,9.17
378,Sars,RU,2020-08-19 00:37:54,56.55,57.14,40.32,99,63,8.77
379,Constitucion,CL,2020-08-19 00:29:29,-35.33,-72.42,48.25,75,98,10.54
380,San Jeronimo,PE,2020-08-19 00:37:55,-11.95,-75.28,53.58,62,10,4.5
381,Alexandria,EG,2020-08-19 00:33:28,31.22,29.96,78.8,74,20,9.17
382,Les Cayes,HT,2020-08-19 00:37:56,18.2,-73.75,80.85,81,22,1.83
383,Wattegama,LK,2020-08-19 00:37:56,6.8,81.48,75.16,80,100,5.14
384,Wewak,PG,2020-08-19 00:37:57,-3.55,143.63,83.91,67,21,8.23
385,Fortuna,US,2020-08-19 00:30:52,40.6,-124.16,75.0,63,5,1.99
386,Novoselytsya,UA,2020-08-19 00:37:57,48.22,26.27,66.0,10,0,1.77
387,Aras,ES,2020-08-19 00:37:58,42.56,-2.36,66.2,93,79,1.5
388,Overyata,RU,2020-08-19 00:37:58,58.09,55.87,46.4,100,75,11.18
389,Cuorgne,IT,2020-08-19 00:37:59,45.39,7.65,69.01,74,0,6.02
390,Killeen,US,2020-08-19 00:37:59,31.12,-97.73,95.0,24,1,10.29
391,Dicabisagan,PH,2020-08-19 00:37:59,17.08,122.42,86.14,66,99,4.92
392,Ko Samui,TH,2020-08-19 00:37:32,9.54,99.94,82.4,74,20,2.24
393,Port Augusta,AU,2020-08-19 00:31:49,-32.5,137.77,57.2,67,40,19.46
394,Dudinka,RU,2020-08-19 00:29:20,69.41,86.18,60.8,55,29,6.71
395,Kununurra,AU,2020-08-19 00:31:55,-15.77,128.73,78.8,30,84,3.36
396,Touros,BR,2020-08-19 00:32:22,-5.2,-35.46,73.4,94,20,4.7
397,Ilebo,CD,2020-08-19 00:38:02,-4.32,20.58,77.2,62,0,1.61
398,Trairi,BR,2020-08-19 00:38:02,-3.28,-39.27,77.83,77,0,13.49
399,Husavik,IS,2020-08-19 00:28:10,66.04,-17.34,50.0,81,90,12.75
400,Bagotville,AU,2020-08-19 00:38:04,-28.98,153.42,73.99,33,0,17.22
401,Cortez,US,2020-08-19 00:38:04,37.35,-108.59,96.8,11,1,9.17
402,Sidlaghatta,IN,2020-08-19 00:38:04,13.39,77.86,69.8,100,75,10.29
403,Belaya Gora,RU,2020-08-19 00:29:45,68.53,146.42,46.27,81,100,11.45
404,Virginia Beach,US,2020-08-19 00:38:05,36.85,-75.98,81.0,78,75,5.82
405,Cururupu,BR,2020-08-19 00:38:06,-1.83,-44.87,75.42,84,0,4.85
406,Brownsville,US,2020-08-19 00:38:06,25.9,-97.5,89.6,52,1,9.17
407,Broken Hill,AU,2020-08-19 00:31:09,-31.95,141.43,55.4,54,75,28.86
408,Strezhevoy,RU,2020-08-19 00:38:07,60.73,77.59,57.2,100,75,2.24
409,Kui Buri,TH,2020-08-19 00:38:07,12.08,99.85,77.0,83,20,2.24
410,Ostrovnoy,RU,2020-08-19 00:30:42,68.05,39.51,43.54,81,0,6.49
411,Maragogi,BR,2020-08-19 00:32:26,-9.01,-35.22,73.49,80,75,11.41
412,Iberia,US,2020-08-19 00:38:08,29.95,-91.75,89.6,52,1,8.05
413,Rincon,US,2020-08-19 00:32:06,32.3,-81.24,77.0,78,75,5.82
414,Sistranda,NO,2020-08-19 00:38:09,63.73,8.83,55.4,93,20,4.7
415,Nome,US,2020-08-19 00:30:09,64.5,-165.41,72.0,59,1,9.17
416,Sao Jose Da Coroa Grande,BR,2020-08-19 00:38:10,-8.9,-35.15,73.85,79,87,11.59
417,Tarakan,ID,2020-08-19 00:38:10,3.3,117.63,79.52,84,100,6.49
418,Nouakchott,MR,2020-08-19 00:38:11,18.09,-15.98,80.6,83,40,12.75
419,Abu Dhabi,AE,2020-08-19 00:38:11,24.47,54.37,93.2,75,4,4.7
420,Bongaigaon,IN,2020-08-19 00:38:11,26.48,90.56,80.47,87,0,6.04
421,Acoyapa,NI,2020-08-19 00:38:12,11.97,-85.17,80.6,83,40,6.96
422,Verkhoyansk,RU,2020-08-19 00:38:12,67.54,133.38,52.65,69,100,13.31
423,Lasa,IT,2020-08-19 00:34:18,46.62,10.7,57.99,81,75,3.91
424,Vanavara,RU,2020-08-19 00:30:50,60.34,102.28,59.43,48,100,5.06
425,Malakal,SS,2020-08-19 00:38:13,9.53,31.66,69.3,96,100,2.59
426,Paamiut,GL,2020-08-19 00:31:33,61.99,-49.67,47.48,66,0,7.05
427,Jinchang,CN,2020-08-19 00:38:14,38.5,102.17,69.44,38,0,3.4
428,Esperance,AU,2020-08-19 00:31:01,-33.87,121.9,50.0,100,75,12.75
429,Rumonge,BI,2020-08-19 00:38:15,-3.97,29.44,74.53,48,0,4.12
430,Les Escoumins,CA,2020-08-19 00:38:15,48.11,-69.02,52.11,100,100,5.08
431,Tura,IN,2020-08-19 00:33:14,25.52,90.22,76.95,89,2,4.45
432,Eskil,TR,2020-08-19 00:38:17,38.4,33.41,57.13,36,0,1.72
433,Sao Joao Da Barra,BR,2020-08-19 00:33:10,-21.64,-41.05,73.92,77,0,25.3
434,Burnie,AU,2020-08-19 00:31:08,-41.07,145.92,53.01,68,82,5.99
435,Viedma,AR,2020-08-19 00:38:18,-40.81,-63.0,42.01,62,70,5.01
436,Chernyshevskiy,RU,2020-08-19 00:38:19,63.01,112.47,63.09,46,81,4.61
437,Rhyl,GB,2020-08-19 00:38:19,53.32,-3.49,63.0,93,71,8.99
438,Fort-Shevchenko,KZ,2020-08-19 00:38:20,44.51,50.26,72.99,67,0,7.11
439,Porbandar,IN,2020-08-19 00:38:20,21.64,69.61,81.55,86,99,16.46
440,Kutum,SD,2020-08-19 00:38:20,14.2,24.67,75.09,63,100,3.69
441,Canico,PT,2020-08-19 00:38:21,32.63,-16.85,71.6,78,20,4.7
442,Roald,NO,2020-08-19 00:38:21,62.58,6.13,64.0,93,44,4.7
443,Muromtsevo,RU,2020-08-19 00:38:22,56.37,75.24,52.79,91,100,6.55
444,Beya,RU,2020-08-19 00:38:22,53.05,90.91,59.31,92,100,10.47
445,Donskoye,RU,2020-08-19 00:38:23,45.46,41.97,64.4,39,0,2.24
446,Xixiang,CN,2020-08-19 00:38:23,35.16,112.86,75.0,1,100,4.14
447,Dhidhdhoo,MV,2020-08-19 00:38:24,6.88,73.1,81.97,72,71,6.73
448,Maceio,BR,2020-08-19 00:36:33,-9.67,-35.74,69.8,94,20,5.82
449,Finnsnes,NO,2020-08-19 00:38:24,69.23,17.98,44.6,93,100,3.36
450,Ketchikan,US,2020-08-19 00:38:25,55.34,-131.65,59.0,87,90,9.17
451,Iqaluit,CA,2020-08-19 00:29:51,63.75,-68.51,42.8,87,75,19.46
452,Kaeo,NZ,2020-08-19 00:38:25,-35.1,173.78,64.99,58,72,3.0
453,Halmstad,SE,2020-08-19 00:38:26,56.67,12.86,64.4,82,100,5.84
454,Hofn,IS,2020-08-19 00:29:11,64.25,-15.21,49.12,85,94,18.72
455,Bambanglipuro,ID,2020-08-19 00:38:28,-7.95,110.28,80.01,70,45,12.35
456,Slave Lake,CA,2020-08-19 00:38:28,55.28,-114.77,84.2,42,1,12.75
457,Yanam,IN,2020-08-19 00:38:28,16.73,82.22,78.37,88,100,8.61
458,Cap Malheureux,MU,2020-08-19 00:38:29,-19.98,57.61,70.0,72,73,5.99
459,Oropoli,HN,2020-08-19 00:38:29,13.82,-86.82,86.0,74,40,9.17
460,Shimoda,JP,2020-08-19 00:33:22,34.67,138.95,82.4,78,75,10.29
461,Izhma,RU,2020-08-19 00:38:31,65.01,53.91,50.16,97,100,2.26
462,Nichinan,JP,2020-08-19 00:38:31,31.6,131.37,87.8,79,75,4.7
463,Minab,IR,2020-08-19 00:38:31,27.15,57.08,89.6,66,36,2.24
464,Hay River,CA,2020-08-19 00:29:33,60.82,-115.8,66.2,77,75,10.29
465,Torata,PE,2020-08-19 00:38:32,-17.08,-70.84,49.84,52,72,1.01
466,Linjiang,CN,2020-08-19 00:38:33,41.81,126.91,76.86,72,69,4.68
467,Assomada,CV,2020-08-19 00:38:33,15.1,-23.68,82.4,78,40,2.24
468,San Juan,AR,2020-08-19 00:30:06,-31.54,-68.54,53.87,40,28,16.37
469,Gryazovets,RU,2020-08-19 00:38:34,58.88,40.25,44.17,90,32,3.89
470,Takaka,NZ,2020-08-19 00:38:34,-40.85,172.8,54.0,91,100,3.0
471,Quatre Cocos,MU,2020-08-19 00:31:07,-20.21,57.76,71.6,73,40,14.99
472,Sumbe,AO,2020-08-19 00:38:35,-11.21,13.84,68.68,90,99,2.86
473,Itoman,JP,2020-08-19 00:36:52,26.12,127.67,87.8,79,40,11.41
474,Bay Roberts,CA,2020-08-19 00:38:36,47.6,-53.26,57.99,1,100,18.16
475,Dongli,CN,2020-08-19 00:38:36,23.57,116.82,82.4,88,75,11.18
476,Pyay,MM,2020-08-19 00:38:36,18.82,95.22,73.92,95,100,10.56
477,Solwezi,ZM,2020-08-19 00:33:08,-12.17,26.39,56.61,38,0,1.9
478,Suluq,LY,2020-08-19 00:38:38,31.67,20.25,72.86,89,0,5.75
479,La Sarre,CA,2020-08-19 00:34:54,48.8,-79.2,50.88,95,93,5.77
480,Yar-Sale,RU,2020-08-19 00:38:38,66.83,70.83,55.98,79,100,14.25
481,Kita,ML,2020-08-19 00:38:39,13.03,-9.49,74.89,96,100,3.06
482,Caravelas,BR,2020-08-19 00:28:43,-17.71,-39.25,73.06,84,0,8.32
483,Carballo,ES,2020-08-19 00:38:40,43.21,-8.69,71.01,77,40,17.22
484,Qiongshan,CN,2020-08-19 00:38:40,20.01,110.35,80.6,94,86,2.24
485,Qandala,SO,2020-08-19 00:38:41,11.47,49.87,90.21,44,100,9.4
486,Elko,US,2020-08-19 00:36:54,41.0,-115.5,93.99,7,100,17.0
487,Silvi,IT,2020-08-19 00:38:42,42.55,14.12,69.8,94,0,5.82
488,Lae,PG,2020-08-19 00:38:42,-6.72,146.98,82.42,67,59,6.49
489,Menongue,AO,2020-08-19 00:38:43,-14.66,17.69,51.31,41,0,4.76
490,Aguining,PH,2020-08-19 00:38:43,10.09,124.59,82.11,76,100,3.36
491,Lawrenceburg,US,2020-08-19 00:38:43,38.04,-84.9,68.0,88,90,3.36
492,Shakhtinsk,KZ,2020-08-19 00:38:44,49.71,72.59,55.4,71,40,17.9
493,Sargatskoye,RU,2020-08-19 00:38:44,55.61,73.5,55.08,87,100,10.85
494,Uglegorsk,RU,2020-08-19 00:38:45,49.08,142.03,66.09,81,27,8.7
495,Namalenga,TZ,2020-08-19 00:38:45,-10.95,39.1,65.59,93,39,4.12
496,Desaguadero,PE,2020-08-19 00:38:45,-16.57,-69.04,41.43,62,3,6.13
497,Esna,EG,2020-08-19 00:38:47,25.29,32.55,87.8,38,0,4.7
498,Barra Do Bugres,BR,2020-08-19 00:38:47,-15.07,-57.18,83.59,22,0,4.7
499,Hirara,JP,2020-08-19 00:31:55,24.8,125.28,86.0,89,75,5.82
500,Inuvik,CA,2020-08-19 00:25:04,68.35,-133.72,62.6,51,20,8.05
501,Si Sa Ket,TH,2020-08-19 00:38:48,15.11,104.33,80.01,92,100,4.29
502,Erzin,TR,2020-08-19 00:38:48,36.96,36.2,79.0,86,2,0.49
503,Muros,ES,2020-08-19 00:32:05,42.78,-9.06,68.0,93,100,15.99
504,Vikindu,TZ,2020-08-19 00:38:50,-7.01,39.3,71.6,88,40,1.01
505,Parrita,CR,2020-08-19 00:38:50,9.52,-84.32,71.6,94,75,5.82
506,Asosa,ET,2020-08-19 00:38:50,10.07,34.53,61.48,94,100,3.58
507,Gardelegen,DE,2020-08-19 00:38:51,52.53,11.4,62.01,99,40,4.59
508,Nyurba,RU,2020-08-19 00:30:48,63.28,118.33,62.37,48,70,3.94
509,Blagoyevo,RU,2020-08-19 00:38:51,63.37,47.92,46.54,79,100,11.32
510,San Nicolas,PH,2020-08-19 00:38:52,18.17,120.6,84.2,83,20,4.7
511,Abu Zabad,SD,2020-08-19 00:38:53,12.35,29.25,75.74,82,97,6.98
512,Great Falls,US,2020-08-19 00:38:53,47.5,-111.3,91.4,18,1,13.87
513,Ayabaca,PE,2020-08-19 00:38:53,-4.64,-79.71,52.34,88,70,0.92
514,Wajir,KE,2020-08-19 00:38:54,1.75,40.06,72.84,80,100,14.67
515,Villarrica,PY,2020-08-19 00:38:54,-25.75,-56.43,63.95,97,35,3.27
516,Kenai,US,2020-08-19 00:35:56,60.55,-151.26,64.99,59,40,10.29
517,Bani,DO,2020-08-19 00:38:55,18.28,-70.33,82.0,80,5,10.65
518,Nogales,MX,2020-08-19 00:34:18,31.31,-110.94,98.6,14,1,12.75
519,Balasesti,RO,2020-08-19 00:38:56,46.1,27.67,62.71,66,0,7.38
520,Sinalunga,IT,2020-08-19 00:38:56,43.22,11.75,66.99,81,0,1.63
521,Lagoa,PT,2020-08-19 00:30:03,39.05,-27.98,70.92,81,62,23.35
522,Mayo,US,2020-08-19 00:32:50,38.89,-76.51,78.8,65,1,4.7
523,Napanee,CA,2020-08-19 00:35:20,44.25,-76.95,64.4,82,40,3.36
524,Ntcheu,MW,2020-08-19 00:38:58,-14.82,34.64,63.19,58,27,2.21
525,Krutinka,RU,2020-08-19 00:38:58,56.01,71.51,53.04,95,100,9.42
526,Kibaya,TZ,2020-08-19 00:38:58,-5.3,36.57,58.35,86,100,7.47
527,Alamosa,US,2020-08-19 00:38:59,37.47,-105.87,77.0,22,75,25.28
528,Kupang,ID,2020-08-19 00:38:59,-10.17,123.58,80.6,69,20,9.17
529,Kahului,US,2020-08-19 00:29:03,20.89,-156.47,89.6,46,40,18.34
530,Sehore,IN,2020-08-19 00:39:00,23.2,77.08,75.2,100,75,126.61
531,Valparaiso,CL,2020-08-19 00:39:00,-33.04,-71.63,50.0,93,75,3.36
532,Winnemucca,US,2020-08-19 00:39:01,40.97,-117.74,100.4,12,75,11.41
533,Hun,LY,2020-08-19 00:32:35,29.13,15.95,81.12,30,0,3.94
534,Broome,US,2020-08-19 00:29:12,42.25,-75.83,69.01,49,1,6.93
535,Mount Isa,AU,2020-08-19 00:30:37,-20.73,139.5,80.6,15,2,12.75
536,Dinguiraye,GN,2020-08-19 00:39:02,11.3,-10.72,72.43,95,100,2.62
